firstnameid	lastnameid	playerjerseynameid	commonnameid	role4	role3	gkglovetypecode	role5	role2	role1	eyebrowcode	skintypecode	haircolorcode	facialhairtypecode	curve	jerseystylecode	agility	tattooback	accessorycode4	gksavetype	positioning	tattooleftarm	hairtypecode	facepsdlayer0	standingtackle	preferredposition3	longpassing	penalties	animfreekickstartposcode	lipcolor	isretiring	longshots	gkdiving	icontrait2	interceptions	shoecolorcode2	crossing	potential	gkreflexes	finishingcode1	reactions	composure	skinsurfacepack	vision	contractvaliduntil	finishing	dribbling	slidingtackle	accessorycode3	preferredposition5	accessorycolourcode1	headtypecode	driref	sprintspeed	undershortstyle	height	hasseasonaljersey	tattoohead	preferredposition2	strength	shoetypecode	birthdate	preferredposition1	tattooleftleg	skinmakeup	ballcontrol	phypos	shotpower	trait1	socklengthcode	weight	hashighqualityhead	eyedetail	tattoorightarm	icontrait1	balance	gender	headassetid	gkkicking	defspe	internationalrep	preferredposition6	shortpassing	freekickaccuracy	skillmoves	faceposerpreset	usercaneditname	avatarpomid	finishingcode2	aggression	acceleration	paskic	headingaccuracy	iscustomized	preferredposition7	runningcode2	modifier	gkhandling	eyecolorcode	jerseysleevelengthcode	sockstylecode	accessorycolourcode3	accessorycode1	playerjointeamdate	headclasscode	tattoofront	nationality	preferredfoot	sideburnscode	weakfootabilitytypecode	jumping	personality	gkkickstyle	stamina	playerid	accessorycolourcode4	gkpositioning	headvariation	skillmoveslikelihood	trait2	shohan	skintonecode	shortstyle	overallrating	smallsidedshoetypecode	emotion	runstylecode	facepsdlayer1	muscularitycode	skincomplexion	jerseyfit	accessorycode2	shoedesigncode	shoecolorcode1	hairstylecode	bodytypecode	animpenaltiesstartposcode	pacdiv	defensiveawareness	runningcode1	preferredposition4	volleys	accessorycolourcode2	tattoorightleg	facialhaircolorcode
2184	27114	27114	0	0	0	0	0	0	11	120000	0	0	0	21	1	56	0	0	0	22	0	600	0	67	-1	58	33	0	0	0	38	14	0	69	31	34	74	11	0	62	48	123101	34	2026	24	25	63	0	-1	0	9012	45	60	0	170	3	0	-1	61	363	154019	5	0	0	67	61	32	0	0	66	0	2	0	0	59	1	76441	7	66	1	-1	68	26	1	0	0	0	0	62	64	48	64	0	-1	0	0	13	3	0	1	0	0	161698	1	0	52	1	0	2	68	4	0	60	76441	0	10	0	1	0	29	3	0	65	501	3	0	0	0	3	0	0	0	30	0	8	0	62	65	0	-1	26	0	0	0
15323	26143	26143	0	0	0	0	0	0	31	60101	0	21	0	55	1	68	0	0	0	58	0	680	0	55	-1	56	47	0	0	0	65	9	0	49	31	54	80	13	0	59	62	220101	58	2028	61	64	41	0	-1	0	1007	64	73	0	185	3	0	14	74	103	154786	18	0	0	61	69	69	0	0	83	0	2	0	0	73	0	76444	8	48	1	-1	60	42	2	0	0	0	0	72	69	57	49	0	-1	0	0	7	9	0	1	0	0	161754	1	0	138	1	0	4	66	3	0	59	76444	0	7	0	3	0	63	10	0	61	503	3	0	0	0	5	1	0	0	30	0	5	0	71	42	0	-1	60	0	0	21
11278	1642	1642	0	0	0	0	0	0	41	60101	0	0	35	39	1	62	0	0	0	60	0	240	0	17	-1	51	55	0	0	0	61	13	0	14	31	27	78	12	0	56	52	220101	54	2028	62	57	19	0	-1	0	1011	58	81	0	191	3	0	-1	81	379	154467	25	0	0	59	71	62	0	0	77	0	2	0	0	51	0	76445	13	20	1	-1	58	44	2	0	0	0	0	52	76	48	61	0	-1	0	0	12	9	0	1	0	0	161545	1	0	117	2	0	3	84	4	0	62	76445	0	15	0	1	0	61	9	0	63	501	3	0	0	0	9	2	0	0	30	0	5	0	79	13	0	-1	58	0	0	0
15347	33293	33293	0	0	0	0	0	5	4	2150101	0	4	0	51	1	69	0	0	0	45	0	1090	0	73	-1	41	44	0	0	0	27	7	0	74	31	63	78	11	0	68	53	221101	42	2029	26	56	71	0	-1	3	555	59	68	0	187	3	0	-1	69	84	153338	3	0	0	59	69	42	0	0	82	0	1	0	0	58	0	76449	12	70	1	-1	65	33	1	0	0	0	0	56	74	54	59	0	-1	0	2	7	9	0	1	0	9	161528	1	0	163	1	0	3	72	3	0	80	76449	0	10	0	1	0	31	4	0	71	503	3	0	0	0	4	1	0	0	30	0	5	0	71	69	0	-1	28	0	0	0
2825	13617	13617	0	0	0	0	0	0	35	60101	0	0	0	52	1	64	0	0	0	57	0	1066	0	26	12	51	48	0	0	0	48	11	0	29	12	52	71	13	0	49	52	220101	53	2026	48	52	23	0	-1	0	1010	54	68	0	170	3	0	25	46	1	155045	23	0	0	54	49	52	0	0	65	0	2	0	0	66	0	76453	9	28	1	-1	55	43	1	0	0	0	0	42	67	53	47	0	-1	0	0	9	9	0	1	0	8	161517	1	0	82	2	0	2	47	2	0	62	76453	0	12	0	1	0	49	7	0	55	502	2	0	0	0	6	0	0	0	24	0	7	0	68	23	0	-1	42	0	0	0
38809	31021	31021	0	0	0	0	0	0	18	60101	0	5	0	46	1	56	0	0	0	54	0	1073	0	48	18	60	49	0	0	0	52	10	0	35	31	44	67	7	0	52	54	223101	55	2028	54	58	51	0	-1	0	4022	58	72	0	178	0	0	10	62	101	153462	14	0	0	58	63	53	0	0	73	0	2	0	0	72	0	76454	10	43	1	-1	61	43	1	0	0	0	0	56	73	55	39	0	-1	0	0	13	5	0	1	0	0	161517	1	0	95	1	0	3	56	3	0	70	76454	0	10	0	2	0	53	2	0	56	501	3	0	0	0	2	0	0	0	30	0	1	0	72	43	0	-1	48	0	0	5
5590	15173	15173	0	0	0	0	0	0	38	60101	0	6	0	48	1	66	0	0	0	59	0	65	0	34	-1	59	50	0	0	0	58	13	0	25	31	57	72	7	0	40	47	223101	48	2025	62	65	37	0	-1	0	1526	62	69	0	171	3	0	16	54	18	154106	27	0	0	59	49	59	0	1	73	0	2	0	0	81	0	76455	12	29	1	-1	60	39	2	0	0	0	0	36	69	55	34	0	-1	0	0	11	9	0	1	0	9	161517	1	0	60	2	0	3	46	3	0	50	76455	0	6	0	1	0	59	4	0	60	501	3	0	0	0	4	0	0	0	30	0	2	0	69	23	0	-1	49	0	0	0
12247	31821	31821	0	0	0	0	0	0	41	60101	0	6	0	41	1	59	0	0	0	59	0	683	0	19	-1	35	59	0	0	0	66	15	0	19	31	47	71	9	0	53	50	223101	49	2025	72	53	18	0	-1	0	1541	55	60	0	179	1	0	-1	63	118	153292	25	0	0	56	58	68	0	2	76	0	2	0	0	70	0	76456	5	23	1	-1	58	42	1	0	0	0	0	40	62	49	61	0	-1	0	0	11	9	0	1	0	0	161517	1	0	60	1	0	3	67	4	0	60	76456	0	5	0	1	0	68	4	0	62	503	3	0	0	0	4	2	0	0	30	0	2	0	61	18	0	-1	57	0	0	20
11668	29671	29671	0	0	0	89	0	0	1	60101	0	3	0	20	1	31	0	0	0	7	0	75	0	16	-1	34	19	0	0	0	10	67	0	16	31	19	69	64	0	42	25	223101	43	2025	8	5	14	0	-1	0	2520	64	36	0	182	1	0	-1	48	369	152888	0	0	0	17	63	48	0	2	74	0	2	0	0	51	0	76457	64	34	1	-1	33	19	0	0	0	0	0	23	33	64	18	0	-1	0	1	66	9	0	1	0	0	161517	1	0	60	1	0	2	49	4	0	21	76457	0	63	0	0	0	66	4	0	63	502	3	0	0	0	4	2	0	0	30	0	2	0	67	9	0	-1	9	0	0	3
11668	22117	22117	0	0	0	99	0	0	1	60101	0	6	0	13	1	22	0	0	0	4	0	36	0	10	-1	20	11	0	0	0	8	66	0	6	31	14	64	45	0	40	32	223101	31	2025	5	10	14	0	-1	0	4010	45	26	0	184	3	0	-1	31	363	153202	0	0	0	15	66	48	0	2	76	0	2	0	0	43	0	76459	64	21	1	-1	27	12	0	0	0	0	0	21	17	64	10	0	-1	0	1	60	9	0	1	0	0	161528	1	0	52	1	0	2	31	3	2	29	76459	0	66	0	0	0	60	4	0	58	501	3	0	0	0	4	2	0	0	30	0	2	0	66	17	0	-1	8	0	0	20
24990	41112	41112	0	0	0	0	0	0	38	240101	0	20	16	67	1	77	0	0	0	72	0	65	0	29	23	56	70	0	0	0	70	12	0	19	31	62	71	11	0	62	58	223101	57	2028	65	74	26	0	-1	0	41	70	84	0	178	3	0	25	68	76	152602	27	0	0	68	69	83	2097152	0	70	0	2	0	0	61	0	76461	13	28	1	-1	61	61	3	0	0	0	0	71	86	60	47	0	-1	0	0	6	3	0	1	0	0	161529	1	0	10	1	0	4	71	4	0	70	76461	0	14	0	3	0	70	2	0	69	501	4	0	0	0	3	0	0	0	30	0	2	0	85	26	0	16	63	0	0	21
23927	32105	32105	0	0	15	0	0	20	19	60101	0	3	255	48	1	58	0	0	0	67	0	65	0	71	-1	72	50	0	0	0	64	10	0	69	31	67	76	7	0	71	64	223101	70	2026	66	72	70	0	-1	1	3505	70	64	0	180	3	0	10	62	70	152823	14	0	0	72	60	56	524288	0	73	0	2	0	0	68	0	76469	11	67	1	-1	74	46	1	0	0	0	0	71	63	69	58	0	-1	0	0	12	3	0	1	0	9	161158	1	0	52	1	0	3	65	2	0	46	76469	0	14	0	1	0	61	3	0	70	501	3	0	0	0	2	1	0	0	30	0	2	0	64	62	0	-1	38	0	0	20
10769	27896	27896	0	0	0	0	0	0	11	60101	0	0	254	30	1	51	0	0	0	24	0	672	0	60	-1	34	39	0	0	0	22	12	0	56	31	30	62	11	0	51	42	221101	30	2027	19	30	58	0	-1	0	537	37	58	0	185	3	0	-1	63	385	154010	5	0	0	35	59	40	0	0	75	0	2	0	0	59	0	76470	8	56	1	-1	38	27	1	0	0	0	0	52	64	33	49	0	-1	0	0	15	9	0	1	0	0	161531	1	0	4	1	0	2	58	3	0	57	76470	0	13	0	1	0	25	5	0	54	501	3	0	0	0	5	2	0	0	30	0	5	0	61	53	0	-1	27	0	0	0
36228	37018	37018	0	0	0	28	0	0	1	60101	0	5	254	18	1	32	0	0	0	8	0	57	0	16	-1	25	18	0	0	0	12	57	0	14	31	16	61	61	0	56	32	223101	48	2026	9	11	13	0	-1	0	36	61	33	0	191	3	0	-1	62	380	151716	0	0	0	23	57	44	0	0	80	0	2	0	0	31	0	76472	58	27	1	-1	24	14	0	0	0	0	0	26	23	58	15	0	-1	0	1	54	1	3	1	0	0	161531	1	0	4	2	0	1	53	4	0	23	76472	0	57	0	0	0	54	2	0	58	501	3	0	0	0	2	2	0	0	30	0	5	0	57	12	0	-1	11	0	0	3
27042	44190	44190	0	0	0	1	0	0	1	60101	0	5	0	14	1	32	0	0	0	6	0	1074	0	12	-1	17	15	0	0	0	5	57	0	10	31	11	71	59	0	45	36	223101	25	2026	9	10	10	0	-1	0	12	59	30	0	185	1	0	-1	50	361	155444	0	0	0	18	44	42	0	2	75	0	2	0	0	41	0	76473	56	27	1	-1	21	13	0	0	0	0	0	21	25	56	10	0	-1	0	1	58	3	1	1	0	0	161517	1	0	34	1	0	3	44	4	0	16	76473	0	44	0	0	0	58	1	0	55	503	2	0	0	0	1	2	0	0	30	0	5	0	57	8	0	-1	9	0	0	20
5469	1871	1871	0	0	0	0	0	49	14	60101	0	0	16	44	1	79	0	0	0	59	0	2	0	64	-1	66	51	0	0	0	58	7	0	63	31	46	78	6	0	64	63	223101	65	2027	49	60	62	0	-1	1	1016	65	67	0	175	3	0	14	65	125	153071	10	0	0	66	68	62	0	0	74	0	2	0	0	73	0	76477	12	62	1	-1	67	50	1	0	0	0	0	66	70	60	45	0	-1	0	1	7	9	0	1	0	16	161333	1	0	103	1	0	3	61	4	0	77	76477	0	12	0	1	0	54	8	0	67	502	2	0	0	0	8	2	0	0	30	0	2	0	68	64	0	-1	41	0	0	0
6364	20908	20908	0	0	18	0	0	32	31	60101	0	1	0	57	1	69	0	0	0	62	0	55	0	45	-1	63	44	0	0	0	58	15	0	48	31	52	67	10	0	59	59	223101	64	2027	60	64	41	0	-1	0	2004	64	71	0	178	3	0	14	55	108	151934	18	0	0	62	56	56	0	0	70	0	2	0	0	71	0	76478	9	47	1	-1	64	42	2	0	0	0	0	51	79	60	32	0	-1	0	0	13	1	0	1	0	0	161350	1	0	13	1	0	3	55	4	0	62	76478	0	9	0	1	0	58	2	0	64	501	2	0	0	0	2	2	0	0	30	0	1	0	75	54	0	-1	51	0	0	1
18136	38004	38004	0	0	0	0	0	0	11	60101	0	21	0	33	1	57	0	0	0	30	0	1072	0	67	-1	46	51	0	0	0	27	10	0	54	31	39	76	9	0	66	57	223101	42	2025	30	46	62	0	-1	0	2518	52	68	0	173	4	0	-1	58	361	154650	5	0	0	50	62	48	0	0	72	0	2	0	0	80	0	76480	10	62	1	-1	57	40	1	0	0	0	0	59	66	47	63	0	-1	0	0	9	3	0	1	0	0	161522	1	0	52	2	0	3	66	2	0	73	76480	0	12	0	1	0	34	4	0	61	503	4	0	0	0	4	0	0	0	30	0	2	0	67	62	0	-1	37	0	0	0
864	34494	34494	0	0	0	0	0	0	41	120000	0	0	0	52	0	58	0	0	0	66	0	915	0	33	-1	57	48	0	0	0	63	9	0	40	31	46	66	7	0	62	60	122101	48	2027	64	66	31	0	-1	0	5518	65	55	0	164	3	0	-1	67	73	151757	25	0	0	68	60	68	0	0	58	0	2	0	0	63	1	76481	9	38	1	-1	67	40	1	0	0	0	0	60	53	55	66	0	-1	0	0	8	9	0	1	0	22	161531	1	0	78	1	0	3	66	3	0	44	76481	0	14	0	1	0	64	5	0	65	502	4	0	0	0	5	0	0	0	30	0	9	0	54	36	0	-1	61	0	0	0
7082	27934	27934	0	0	0	0	0	0	41	120000	0	21	0	38	1	55	0	0	0	61	0	201	0	29	-1	40	43	0	0	0	59	8	0	33	31	32	76	7	0	60	46	120001	43	2025	58	60	24	0	-1	0	6512	60	63	0	160	3	0	-1	66	96	154430	25	0	0	64	59	58	0	1	55	0	2	0	0	55	1	76482	13	32	1	-1	64	36	1	0	0	0	0	44	58	47	60	0	-1	0	0	8	9	0	1	0	0	161529	1	0	133	1	0	3	66	3	0	55	76482	0	9	0	1	0	58	10	0	61	501	4	0	0	0	10	0	0	0	30	0	8	0	61	28	0	-1	60	0	0	21
39998	6967	6967	0	0	0	0	0	0	11	10000	0	0	0	26	1	54	0	0	0	35	0	744	0	64	-1	53	42	0	0	0	46	9	0	67	31	38	72	8	0	66	56	123101	36	2027	33	56	61	0	-1	3	7036	59	56	0	171	3	0	-1	64	70	153455	5	0	0	63	61	53	0	0	63	0	2	0	0	68	1	76485	14	64	1	-1	62	28	1	0	0	0	0	61	53	47	62	0	-1	0	0	9	9	0	1	0	26	161529	1	0	70	1	0	3	64	2	0	55	76485	0	10	0	1	0	40	4	0	64	501	3	0	0	0	4	0	0	0	30	0	1	0	55	65	0	-1	22	0	0	0
36554	31821	31821	0	0	0	0	0	0	11	60101	0	19	0	34	1	54	0	0	0	39	0	221	0	72	-1	46	48	0	0	0	26	9	0	56	31	40	72	15	0	61	55	223101	41	2026	28	46	76	0	-1	0	8	50	69	0	187	3	0	-1	77	369	152127	5	0	0	51	72	45	0	1	83	0	2	0	0	55	0	76486	8	68	1	-1	52	38	1	0	0	0	0	66	63	45	68	0	-1	0	0	6	6	0	1	0	0	161519	1	0	52	1	0	2	76	3	0	65	76486	0	12	0	1	0	33	3	0	67	502	4	0	0	0	3	0	0	0	30	0	4	0	66	69	0	-1	38	0	0	21
24335	1859	1859	0	0	23	0	0	15	19	60101	0	21	259	48	1	67	0	0	0	42	0	57	0	69	12	75	52	0	0	0	43	14	0	58	31	53	71	10	0	65	55	223101	70	2025	50	62	65	0	-1	0	1546	65	68	0	174	3	0	10	55	102	153057	14	0	0	68	60	58	0	1	65	0	2	0	0	77	0	76488	6	63	1	-1	73	45	1	0	0	0	0	71	64	66	65	0	-1	0	0	8	9	0	1	0	0	161519	1	0	52	1	0	3	65	4	0	59	76488	0	8	0	2	0	49	6	0	65	501	4	0	0	0	6	0	0	0	30	0	2	0	66	58	0	-1	39	0	0	21
23599	14255	22723	0	0	0	0	0	0	11	60101	0	0	0	26	1	37	0	0	0	20	0	676	0	72	-1	33	35	0	0	0	18	6	0	62	31	24	75	14	0	58	44	223101	31	2028	19	21	61	0	-1	0	1541	36	58	0	191	3	0	-1	74	44	154173	5	0	0	51	65	36	0	0	78	0	2	0	0	42	0	76489	14	66	1	-1	50	26	1	0	0	0	0	55	53	36	52	0	-1	0	0	13	3	0	1	0	0	161522	1	0	60	1	0	2	63	4	0	56	76489	0	15	0	1	0	23	2	0	63	503	2	0	0	0	2	0	0	0	30	0	4	0	56	68	0	-1	27	0	0	0
29265	12975	12976	12976	0	0	126	0	0	1	60101	0	21	0	13	1	32	0	0	0	4	0	104	0	10	-1	17	16	0	0	0	7	46	0	12	31	13	54	48	0	35	24	223101	24	2025	8	12	13	0	-1	0	552	48	28	0	188	4	0	-1	64	106	152770	0	0	0	12	53	38	0	0	87	0	2	0	0	35	0	76490	51	27	1	-1	19	13	0	0	0	0	0	27	26	51	14	0	-1	0	1	48	9	0	1	0	0	161151	1	0	155	1	0	3	52	2	0	21	76490	0	53	0	0	0	48	4	0	48	502	3	0	0	0	4	0	0	0	30	0	5	0	46	5	0	-1	5	0	0	21
33653	15678	15683	15684	0	0	0	0	0	18	60101	0	21	0	34	1	57	0	0	0	48	0	522	0	48	-1	47	39	0	0	0	42	6	0	45	31	36	68	10	0	49	42	223101	47	2025	44	49	49	0	-1	0	504	51	63	0	165	3	0	-1	36	106	154658	14	0	0	47	44	46	0	0	63	0	2	0	0	85	0	76494	15	44	1	-1	48	30	1	0	0	0	0	52	62	44	44	0	-1	0	0	14	9	0	1	0	0	161233	1	0	155	1	0	3	32	4	0	57	76494	0	10	0	1	0	43	4	0	48	502	3	0	0	0	4	0	0	0	30	0	7	0	63	38	0	-1	33	0	0	21
38618	23496	23497	23498	0	0	0	0	22	24	60101	0	3	0	38	1	79	0	0	0	53	0	552	0	59	3	48	47	0	0	0	52	6	0	56	31	48	71	5	0	53	48	221002	51	2026	52	55	45	0	-1	0	510	57	78	0	175	3	0	14	74	378	154359	12	0	0	51	69	51	0	0	64	0	0	0	0	80	0	76498	7	49	1	-1	54	36	1	0	0	0	0	60	82	50	34	0	-1	0	1	13	9	0	1	0	0	161151	1	0	155	1	0	3	66	3	0	65	76498	0	7	0	1	0	51	2	0	57	501	3	0	0	0	3	0	0	0	30	0	2	0	80	40	0	-1	45	0	0	21
25273	39316	25274	39333	0	0	0	0	0	27	60101	0	21	0	41	1	82	0	0	0	47	0	1090	0	28	-1	34	54	0	0	0	37	14	0	16	31	40	72	7	0	40	48	221002	40	2028	55	53	20	0	-1	1	557	54	76	0	180	3	0	27	57	379	155036	16	0	0	47	54	55	0	0	69	0	0	0	0	78	0	76499	5	21	1	-1	46	34	1	0	0	0	0	26	74	41	30	0	-1	0	1	11	9	0	1	0	16	161343	1	0	155	1	0	3	50	4	0	70	76499	0	12	0	1	0	50	4	0	52	501	3	0	0	0	4	0	0	0	30	0	1	0	75	16	0	-1	41	0	0	21
31443	44191	44191	0	0	0	0	0	0	41	60101	0	6	0	52	1	53	0	0	0	60	0	141	0	28	-1	45	67	0	0	0	62	12	0	30	31	40	80	6	0	56	59	223101	53	2027	64	61	25	0	-1	1	9	59	68	0	185	3	0	-1	68	84	154867	25	0	0	60	61	64	0	1	78	0	2	0	0	59	0	76500	11	34	1	-1	53	38	1	0	0	0	0	45	69	48	65	0	-1	0	0	9	3	0	1	0	16	161531	1	0	21	1	0	4	72	4	0	59	76500	0	7	0	2	0	63	2	0	62	503	4	0	0	0	2	0	0	0	30	0	5	0	68	35	0	-1	60	0	0	20
28559	44192	44193	44193	0	0	0	0	0	35	60101	0	6	246	70	1	64	0	0	0	60	0	21	0	31	12	65	60	0	0	0	70	15	0	25	31	66	83	11	0	61	58	221102	70	2027	58	66	32	0	-1	0	1545	65	55	0	175	3	0	27	45	49	154662	23	0	0	64	44	69	0	2	65	0	2	0	0	67	0	76501	10	30	1	-1	62	69	2	0	0	0	0	30	58	66	33	0	-1	0	0	6	9	0	1	0	0	161761	1	0	45	2	0	3	39	2	0	54	76501	0	8	0	3	0	63	4	0	63	503	3	0	0	0	4	0	0	0	30	0	1	0	56	30	0	-1	58	0	0	3
29279	40259	40266	40262	0	0	0	0	43	41	60101	0	0	0	28	1	78	0	0	0	56	0	153	0	15	-1	24	54	0	0	0	48	11	0	24	31	20	70	6	0	51	47	223101	41	2025	60	54	15	0	-1	0	560	56	69	0	189	0	0	-1	66	106	154340	25	0	0	55	63	56	0	0	72	0	0	0	0	57	0	76503	5	24	1	-1	46	35	1	0	0	0	0	50	73	35	60	0	-1	0	0	5	9	0	1	0	0	161207	1	0	155	2	0	3	73	3	0	64	76503	0	10	0	1	0	56	4	0	57	502	3	0	0	0	5	0	0	0	30	0	4	0	71	23	0	-1	44	0	0	0
27721	28164	28164	0	0	0	0	0	0	38	60101	0	0	0	48	1	81	0	0	0	55	0	1066	0	20	16	36	44	0	0	0	41	8	0	16	31	56	77	8	0	48	48	223101	51	2028	55	60	29	0	-1	1	1033	62	73	0	164	4	0	23	33	248	154306	27	0	0	58	37	52	0	0	66	0	2	0	0	92	0	76505	5	22	1	-1	52	35	1	0	0	0	0	26	84	49	31	0	-1	0	0	7	9	0	1	0	16	161206	1	0	133	1	0	3	42	4	0	54	76505	0	6	0	3	0	50	10	0	59	503	2	0	0	0	9	2	0	0	30	0	7	0	78	24	0	-1	39	0	0	0
40274	39739	39755	39755	0	0	0	0	0	41	60101	0	21	0	34	1	66	0	0	0	48	0	556	0	11	-1	28	64	0	0	0	41	9	0	12	31	30	64	14	0	49	42	223101	46	2026	48	41	19	0	-1	0	559	46	56	0	176	3	0	-1	47	124	154803	25	0	0	43	46	42	0	0	70	0	2	0	0	73	0	76506	7	16	1	-1	40	30	1	0	0	0	0	28	58	37	51	0	-1	0	0	14	9	0	1	0	0	161378	1	0	155	1	0	3	46	2	0	59	76506	0	5	0	1	0	46	4	0	47	503	3	0	0	0	4	0	0	0	30	0	1	0	57	10	0	-1	40	0	0	21
23881	44194	44194	0	0	0	0	0	0	44	80401	0	21	35	41	1	48	0	0	0	59	0	227	0	22	-1	45	55	0	0	0	55	13	0	20	31	37	75	12	0	56	56	220001	48	2026	60	55	18	0	-1	0	1010	55	66	0	193	3	0	-1	73	44	154737	25	0	0	57	65	60	0	0	83	0	0	0	0	46	0	76507	5	25	1	-1	52	46	1	0	0	0	0	55	61	46	61	0	-1	0	0	7	9	0	1	0	0	161698	1	0	34	2	0	2	72	2	0	56	76507	0	7	0	1	0	58	9	0	59	503	3	0	0	0	9	2	0	0	30	0	5	0	64	23	0	-1	52	0	0	21
44195	18926	18926	0	0	0	0	0	19	14	60101	0	0	0	47	1	86	0	0	0	37	0	228	0	68	-1	65	50	0	0	0	63	11	0	70	31	48	80	12	0	60	64	220101	61	2028	51	68	71	0	-1	1	1015	72	68	0	166	0	0	14	68	84	153840	10	0	0	72	69	69	0	1	67	0	2	0	0	92	0	76509	6	62	1	-1	70	45	1	0	0	0	0	67	73	61	31	0	-1	0	1	8	9	0	1	0	16	160967	1	0	144	1	0	4	58	3	0	75	76509	0	8	0	1	0	56	9	0	69	503	3	0	0	0	9	0	0	0	30	0	8	0	70	59	0	-1	48	0	0	0
18248	5024	5024	0	0	0	0	0	0	11	60101	0	0	244	25	1	49	0	0	0	28	0	201	0	60	-1	42	30	0	0	0	40	9	0	61	31	35	63	12	0	55	50	230101	33	2028	28	37	58	0	-1	0	1005	44	53	0	192	0	0	7	76	86	151249	5	0	0	52	69	57	0	2	85	0	2	0	0	34	0	76513	14	61	1	-1	52	24	1	0	0	0	0	65	52	41	64	0	-1	0	0	11	9	0	1	0	8	161531	1	0	56	2	0	3	71	3	0	58	76513	0	12	0	1	0	36	7	0	62	501	3	0	0	0	7	0	0	0	30	0	4	0	53	61	0	-1	28	0	0	21
23357	14884	14884	0	0	0	0	0	0	18	120000	0	12	0	54	1	63	0	0	0	62	0	735	0	61	-1	66	57	0	0	0	65	11	0	61	31	57	74	7	0	62	64	121001	66	2027	63	66	41	0	-1	0	6004	67	65	0	167	3	0	-1	60	72	154074	14	0	0	70	62	68	0	0	57	0	2	0	0	73	1	76516	7	54	1	-1	70	44	2	0	0	0	0	55	68	64	52	0	-1	0	0	11	9	0	1	0	0	161531	1	0	163	1	0	3	62	4	0	72	76516	0	6	0	2	0	63	4	0	66	501	2	0	0	0	4	0	0	0	30	0	7	0	66	46	0	-1	50	0	0	20
10626	14805	14805	0	0	0	0	0	38	7	120000	0	15	0	42	1	64	0	0	0	40	0	517	0	67	16	54	42	0	0	0	52	14	0	64	31	67	73	8	0	64	47	122101	66	2027	31	52	65	0	-1	0	9514	59	66	0	165	3	0	27	38	72	153308	7	0	0	69	47	56	0	0	62	0	2	0	0	66	1	76517	7	63	1	-1	67	34	1	0	0	0	0	48	68	62	58	0	-1	0	2	10	1	0	1	0	0	161532	1	0	95	2	0	3	52	2	0	64	76517	0	7	0	1	0	41	2	0	67	501	3	0	0	0	2	0	0	0	30	0	7	0	67	60	0	-1	29	0	0	19
36833	2638	2638	0	0	0	0	0	13	11	120000	0	0	0	38	1	60	0	0	0	29	0	562	0	76	-1	55	40	0	0	0	40	15	0	68	31	48	82	7	0	70	56	120001	40	2027	42	56	68	0	-1	0	6502	62	68	0	167	3	0	-1	64	85	155147	5	0	0	70	64	52	0	2	61	0	2	0	0	74	1	76518	7	71	1	-1	68	29	1	0	0	0	0	73	64	53	63	0	-1	0	0	9	9	0	1	0	0	161532	1	0	95	1	0	3	68	2	0	55	76518	0	9	0	1	0	42	6	0	69	501	3	0	0	0	6	0	0	0	30	0	8	0	66	70	0	-1	31	0	0	0
22173	2693	2693	0	0	0	0	0	0	31	60101	0	19	0	46	1	72	0	0	0	58	0	573	0	41	10	57	41	0	0	0	59	7	0	29	31	48	77	13	0	58	56	223101	60	2028	60	61	38	0	-1	0	2022	64	71	0	177	3	0	16	43	363	155444	18	0	0	64	53	57	0	0	68	0	2	0	0	82	0	76519	9	37	1	-1	60	40	2	0	0	0	0	63	75	55	35	0	-1	0	0	11	1	0	1	0	0	161533	1	0	46	1	0	3	43	3	0	67	76519	0	12	0	1	0	58	2	0	62	501	3	0	0	0	2	2	0	0	30	0	1	0	73	39	0	14	52	0	0	19
28336	7840	7840	0	0	0	0	0	0	11	60101	0	3	0	26	1	44	0	0	0	25	0	1079	0	57	-1	32	32	0	0	0	16	13	0	58	31	29	72	15	0	59	40	223101	32	2028	15	51	56	0	-1	0	57	52	58	0	183	3	0	7	56	380	154625	5	0	0	54	58	33	0	0	73	0	2	0	0	62	0	76521	7	58	1	-1	55	22	1	0	0	0	0	56	57	39	63	0	-1	0	0	9	4	0	1	0	0	161533	1	0	46	1	0	3	62	4	0	64	76521	0	13	0	1	0	21	2	0	58	501	3	0	0	0	2	2	0	0	30	0	1	0	58	57	0	-1	28	0	0	3
17069	22292	22292	0	0	27	0	0	23	35	60101	0	21	27	42	1	82	0	0	0	64	0	451	0	35	16	62	55	0	0	0	52	11	0	20	31	65	76	13	0	48	60	220101	58	2025	62	72	30	0	-1	0	4500	68	81	0	178	3	0	12	59	378	153887	23	0	0	65	61	68	0	2	68	0	2	0	0	55	0	76524	11	31	1	-1	67	34	2	0	0	0	0	45	80	61	44	0	-1	0	0	14	9	0	1	0	8	161532	1	0	56	1	0	2	61	3	0	77	76524	0	13	0	2	0	60	9	0	66	501	3	0	0	0	9	2	0	0	30	0	1	0	81	30	0	-1	48	0	0	21
